gene,score
CCNB1,-0.0061587360992548
TPSB2,-0.0061343958064166
PLXDC2,0.0077683763142362
IL1RL1,0.0077574263871295
BTG2,0.007725831285418
PRDM1,-0.0060725607245606
SERPINB2,-0.0059938127190449
GIMAP8,0.007603328977222
CNR1,-0.0059817320590923
CYSLTR1,-0.0059638347849869
TMEM154,-0.005960165843745
TBXAS1,-0.0059465639154614
GCSAML,0.0075513168240475
NRP2,-0.0059198969772362
ATP1B3,0.00746075180344
EGLN3,-0.0058404330804457
TNFSF15,0.0073570696823858
MSR1,-0.0057896943085533
LRRC32,-0.0057094250347067
RNASE7,0.0071947598277305
GIMAP6,0.0071830114684632
CXCL11,-0.0056477689257835
CPM,-0.005635151347489
CLEC7A,-0.0056250393879711
CYP1B1,-0.0056199386646364
TMC5,-0.0056149274279965
FCGR3A,-0.0056065157092857
BCL6B,0.0071146884867818
NRP1,-0.0055893343259984
PIK3R5,0.0070830933850703
IRF8,-0.0055735847248039
CXCL5,-0.0055694683519149
TFEC,-0.0055617725240222
IL17C,-0.0055286625670642
CYP26A1,-0.0055243672212424
CYBRD1,-0.0055103178613117
TYROBP,-0.005462174194434
DUSP2,0.0068760713282568
ENPEP,-0.0054134041225197
TIE1,0.0068554261536519
SPARCL1,-0.0053773411155946
CD53,0.0067482081186605
KRTAP4-12,-0.005302888455444
CHRDL1,-0.0053010092417041
INPP5D,-0.0052981456779751
S100A8,-0.0052666464755861
DOCK2,0.0065730092872824
PLIN2,-0.0051418129894089
CDH13,-0.0050180533394587
