model,fpr,tpr
Melody-MT,0.0001038650626139,0.0062205502185477
Melody-MT,0.0001051473473375,0.0063115717169282
Melody-MT,0.0001077119167848,0.0064054776994123
Melody-MT,0.0001089942015084,0.0064814357808074
Melody-MT,0.0001128410556793,0.0065843157138361
Melody-MT,0.0001166879098502,0.0066721322298792
Melody-MT,0.0001166879098502,0.0067660382123634
Melody-MT,0.0001179701945738,0.0068679566506908
Melody-MT,0.0001192524792975,0.0069548116720328
Melody-MT,0.0001218170487447,0.0070455126721796
Melody-MT,0.0001230993334684,0.0071592895451553
Melody-MT,0.000124381618192,0.0072692204393261
Melody-MT,0.0001256639029156,0.0073672928988488
Melody-MT,0.0001256639029156,0.0074785057859546
Melody-MT,0.0001269461876392,0.0075759372490098
Melody-MT,0.0001295107570865,0.0076807401714409
Melody-MT,0.0001307930418101,0.0078038114931948
Melody-MT,0.0001320753265338,0.0079102169067946
Melody-MT,0.000134639895981,0.0080275192603413
Melody-MT,0.0001384867501519,0.0081496290873941
Melody-MT,0.0001384867501519,0.0082502655327866
Melody-MT,0.0001384867501519,0.0083492994870105
Melody-MT,0.0001410513195992,0.0084707683175958
Melody-MT,0.0001410513195992,0.0085720457594558
Melody-MT,0.0001436158890464,0.0086736436995495
Melody-MT,0.0001461804584937,0.0087896640601613
Melody-MT,0.0001487450279409,0.0088979924631635
Melody-MT,0.0001487450279409,0.0090152948167102
Melody-MT,0.0001500273126646,0.0091258667073485
Melody-MT,0.0001538741668355,0.0092547069973097
Melody-MT,0.0001538741668355,0.0093790603119986
Melody-MT,0.0001551564515591,0.0094851452273646
Melody-MT,0.0001551564515591,0.0096495608212703
Melody-MT,0.00015900330573,0.0097614147048435
Melody-MT,0.00015900330573,0.0098969854577131
Melody-MT,0.0001628501599009,0.0100543500904766
Melody-MT,0.0001654147293481,0.0101633194899462
Melody-MT,0.0001731084376899,0.0102851088187653
Melody-MT,0.0001833667154789,0.0104450374373986
Melody-MT,0.0001833667154789,0.0105703522467887
Melody-MT,0.0001859312849262,0.0106908595826728
Melody-MT,0.0001897781390971,0.0108270713320098
