observed,predicted
1.07372,0.085472986
0.951447,0.001152873
0.767662,-0.0025273561
1.11515,-0.015483163
-1.13891,-0.0026896
-0.973273,-0.00048023462
1.17813,-0.00019419193
-1.11928,-0.6804374
1.04037,0.20317271
-1.02614,-0.0065094233
-0.995774,-0.0056675673
-0.925998,-0.075617254
0.928528,-0.00075417757
-1.0715,-0.15079683
-1.10871,0.0061690807
1.05497,-0.00069493055
-1.06653,-0.0013647676
-1.11122,0.03647749
1.03945,0.001188904
-0.987308,-0.08572388
1.14528,-0.016839743
-1.03776,0.004042685
-0.995627,-0.49995264
0.970933,0.027589679
1.07677,0.15106961
0.999756,-0.079817414
1.10022,-0.004129678
-1.0551,0.0021211505
1.07135,0.16016465
-0.962935,-0.0044602156
-0.928952,0.00076305866
0.938217,-0.00032901764
0.925757,0.014284432
0.893007,0.08631921
-1.03287,0.0008710623
-0.966244,-0.086416304
-1.02519,-0.00033646822
0.931759,0.30152252
-1.02161,-0.15980977
1.04934,0.061773337
1.07564,0.003687039
1.02932,-7.1033835e-05
0.939356,0.00047296286
-1.00873,-0.2440496
-1.10152,-0.06010276
-0.978904,-0.0027826726
1.06405,-0.0008562207
0.922444,-0.1362434
-1.06222,-0.0003222823
1.10158,0.77345467
-0.791337,0.002827257
1.04431,0.0011178851
0.938481,0.04397732
0.969015,-0.0035689473
0.971231,-0.0012717247
0.795343,-0.000941664
0.976759,-0.0054358244
0.92524,0.027187943
0.992971,0.082755685
1.03412,0.0009249449
-1.08388,-4.6253204e-05
-1.03169,-1.7514141
-1.04918,5.975738e-05
0.823812,0.0066005588
0.915246,0.0022007227
-0.903166,-0.0009188056
1.09527,0.27617443
0.88068,0.10147507
0.96081,0.6928925
1.05327,0.0007855892
-0.936772,-0.117061496
1.07036,0.002506435
1.09611,-0.0001232028
1.06932,0.023855627
-1.05824,-0.002139151
1.03339,0.00023961067
-1.09318,-0.05318463
0.964829,-0.005168557
0.94227,0.0006186962
-0.8133,-0.0076026917
-1.04174,0.0006419048
1.04776,0.00086957216
1.02898,0.8363671
-1.01147,-0.01912567
0.985062,-0.0061660483
0.923335,0.0013750792
-0.857637,-0.16788828
0.823601,6.9737434e-06
0.979643,0.29866475
1.05208,0.012063384
0.898014,0.0013175905
-0.836803,0.004332781
-0.965581,0.00010344386
0.927863,-0.0029820353
1.03745,-0.0073518753
0.846606,-0.00067430735
-0.940592,0.0019690096
-1.0353,0.003826797
1.10336,-0.0026213527
-1.04776,0.00021335483
-0.915909,-0.36854228
-0.982538,-0.0010486245
0.923311,0.35373425
0.966919,0.0030815601
-0.924243,-0.013082743
0.981402,0.25743
-0.957376,0.0012888312
0.961335,0.005504787
1.048,0.014583617
1.01025,0.002220422
-0.804523,-0.3284793
-0.918297,-0.05209142
1.05665,-0.0034064054
0.887376,0.045437753
1.0663,0.27953047
-0.996951,6.2061474e-05
1.04174,0.20610842
-0.867196,-0.004242331
-1.06717,-0.037835002
0.909417,0.002422005
0.823274,0.3989018
-0.843656,-0.2638936
0.894299,0.00026488304
